client_id,client_name,entity_type,industry_sector,region,credit_rating,rating_ordinal,debt_to_equity,interest_coverage,ebitda_margin,annual_sales_m,yield_spread_bps,debt_to_gdp,coupon_rate,yield_to_maturity,remaining_maturity,ead_m,seniority,collateral_type,historic_default,recovery_rate
CORP_152,Pacific Services,Corporate,Finance,UK,A,3,0.82,10.16,0.2582,86.44,,,0.0399,0.0481,3.7,47.3,Senior Unsecured,Unsecured,0,0.3278
CORP_153,Core Holdings,Corporate,Technology,Brazil,AA,2,0.51,9.53,0.3912,108.21,,,0.0204,0.0256,7.2,44.2,Senior Unsecured,Unsecured,0,0.3853
CORP_154,Apex Telecom,Corporate,Utilities,South Africa,BBB,4,1.57,4.52,0.243,57.55,,,0.0581,0.0635,3.8,62.03,Senior Unsecured,Financial Collateral,0,0.8787
CORP_155,Alpha Infrastructure,Corporate,Technology,UK,A,3,0.56,5.91,0.3795,26.34,,,0.0381,0.0407,6.1,157.79,Senior Unsecured,Financial Collateral,0,0.8815
CORP_156,Titan Resources,Corporate,Technology,US,A,3,0.8,6.4,0.3038,105.7,,,0.0358,0.042,5.3,40.18,Senior Unsecured,Financial Collateral,0,0.8323
CORP_157,Synergy Technologies,Corporate,Utilities,Brazil,BB,5,3.07,0.9,0.1866,77.18,,,0.0627,0.0694,3.5,35.6,Subordinated,Unsecured,0,0.1689
CORP_158,Titan Infrastructure,Corporate,Technology,US,B,6,5.0,-0.55,-0.0064,63.86,,,0.0956,0.1028,9.4,9.96,Senior Secured,Financial Collateral,1,0.8494
CORP_159,Global Services,Corporate,Energy,India,B,6,4.48,1.08,0.0725,287.92,,,0.0891,0.0915,6.0,33.42,Subordinated,Unsecured,1,0.2062
CORP_160,Beacon Infrastructure,Corporate,Telecom,UK,BB,5,2.63,2.7,0.0861,11.91,,,0.0614,0.0667,6.6,49.21,Senior Unsecured,Unsecured,0,0.4015
CORP_161,Nordic Enterprises,Corporate,Technology,Germany,BBB,4,1.7,2.7,0.1995,286.17,,,0.0511,0.0557,3.1,12.87,Senior Secured,Physical Plant,0,0.6484
CORP_162,Pacific Infrastructure,Corporate,Technology,India,BBB,4,1.31,5.01,0.1394,12.53,,,0.0413,0.0431,7.8,7.86,Senior Unsecured,Unsecured,0,0.4806
CORP_163,Crest Utilities,Corporate,Technology,UK,B,6,3.11,1.92,-0.0368,121.85,,,0.0984,0.1024,6.1,8.13,Senior Unsecured,Unsecured,0,0.3391
CORP_164,Delta Pharmaceuticals,Corporate,Telecom,India,BB,5,1.82,2.52,0.0512,21.42,,,0.0628,0.068,6.7,11.37,Subordinated,Unsecured,0,0.1034
CORP_165,Dynamic Resources,Corporate,Utilities,India,BBB,4,1.36,6.32,0.2051,222.46,,,0.045,0.0499,3.6,30.62,Senior Unsecured,Unsecured,0,0.4533
CORP_166,Summit Logistics,Corporate,Technology,UK,A,3,1.15,6.76,0.3686,24.22,,,0.0296,0.0382,7.8,69.29,Senior Unsecured,Unsecured,0,0.4189
CORP_167,Nova Infrastructure,Corporate,Finance,South Africa,A,3,1.39,8.47,0.2868,26.74,,,0.0308,0.0369,8.0,55.15,Senior Secured,Real Estate,0,0.7563
CORP_168,Synergy Telecom,Corporate,Utilities,India,BBB,4,1.91,5.94,0.1035,50.07,,,0.0466,0.0521,2.1,25.06,Senior Secured,Real Estate,0,0.8065
CORP_169,Summit Holdings,Corporate,Finance,Brazil,A,3,0.97,6.33,0.2232,391.71,,,0.0256,0.0316,5.3,5.0,Subordinated,Unsecured,0,0.1572
CORP_170,Titan Utilities,Corporate,Utilities,South Africa,BBB,4,1.58,5.18,0.2619,22.04,,,0.049,0.0566,9.7,35.2,Senior Unsecured,Financial Collateral,0,0.8236
CORP_171,Apex Energy,Corporate,Finance,Germany,BB,5,3.01,3.72,0.0009,165.55,,,0.065,0.0727,1.6,49.22,Subordinated,Unsecured,1,0.1408
CORP_172,Helix Technologies,Corporate,Finance,Brazil,A,3,0.89,6.64,0.2507,16.68,,,0.0344,0.0408,8.9,11.14,Senior Secured,Real Estate,0,0.7858
CORP_173,Pacific Infrastructure,Corporate,Energy,South Africa,A,3,0.94,7.75,0.3694,255.4,,,0.0332,0.0355,7.8,27.66,Senior Secured,Financial Collateral,0,0.8289
CORP_174,Alpha Industries,Corporate,Energy,South Africa,BBB,4,1.62,5.07,0.2273,16.56,,,0.0485,0.0506,1.7,47.84,Senior Unsecured,Unsecured,0,0.5963
CORP_175,Summit Holdings,Corporate,Energy,Germany,BBB,4,1.55,3.42,0.1679,389.56,,,0.0486,0.0518,6.8,16.97,Senior Unsecured,Unsecured,0,0.5164
CORP_176,Summit Telecom,Corporate,Utilities,Brazil,A,3,0.87,5.49,0.1763,99.63,,,0.038,0.0456,4.4,39.21,Senior Secured,Physical Plant,0,0.5599
CORP_177,Helix Industries,Corporate,Energy,Brazil,BBB,4,2.28,5.55,0.2517,19.62,,,0.0565,0.0615,3.9,46.32,Senior Unsecured,Unsecured,0,0.4238
CORP_178,Helix Resources,Corporate,Finance,US,BBB,4,2.17,6.05,0.247,19.41,,,0.0431,0.0444,2.9,125.44,Senior Secured,Real Estate,0,0.8481
CORP_179,Helix Utilities,Corporate,Utilities,India,BB,5,2.82,-1.53,0.1982,28.26,,,0.0581,0.0624,8.2,69.27,Subordinated,Unsecured,0,0.1306
CORP_180,Crest Resources,Corporate,Utilities,India,BBB,4,1.74,5.84,0.1998,214.09,,,0.0422,0.0475,8.1,35.08,Senior Unsecured,Unsecured,0,0.1839
CORP_181,Delta Services,Corporate,Utilities,South Africa,AAA,1,0.25,10.65,0.459,51.2,,,0.0202,0.0232,8.1,66.85,Senior Unsecured,Unsecured,0,0.4437
CORP_182,Vertex Ventures,Corporate,Utilities,UK,BBB,4,1.14,2.52,0.2385,103.71,,,0.0507,0.0552,9.6,14.0,Senior Unsecured,Financial Collateral,0,0.7955
CORP_183,Vanguard Holdings,Corporate,Utilities,India,BBB,4,1.75,4.03,0.2737,97.23,,,0.0501,0.0563,5.0,14.48,Senior Unsecured,Unsecured,0,0.4287
CORP_184,Dynamic Group,Corporate,Telecom,US,BBB,4,1.64,6.18,0.1459,157.21,,,0.0377,0.0438,4.7,55.34,Senior Secured,Financial Collateral,0,0.8639
CORP_185,Global Telecom,Corporate,Energy,Brazil,A,3,0.79,6.01,0.2107,17.61,,,0.0372,0.0454,9.9,116.03,Subordinated,Unsecured,0,0.1248
CORP_186,Core Pharmaceuticals,Corporate,Technology,India,BBB,4,2.06,4.14,0.2439,500.0,,,0.0493,0.0524,2.1,17.1,Senior Unsecured,Unsecured,0,0.3674
CORP_187,Beacon Energy,Corporate,Energy,US,B,6,4.35,2.8,0.0835,142.34,,,0.0947,0.0992,3.0,58.19,Senior Unsecured,Unsecured,0,0.4286
CORP_188,Nova Telecom,Corporate,Utilities,Brazil,A,3,0.85,9.15,0.3067,44.56,,,0.0345,0.0416,1.7,94.19,Subordinated,Unsecured,0,0.1271
CORP_189,Core Holdings,Corporate,Finance,US,BBB,4,1.66,6.27,0.1971,85.65,,,0.0495,0.0545,3.1,19.2,Senior Unsecured,Unsecured,0,0.3925
CORP_190,Nordic Infrastructure,Corporate,Finance,Brazil,AAA,1,0.35,11.7,0.4888,40.03,,,0.0181,0.0252,6.7,38.03,Senior Unsecured,Unsecured,0,0.3537
CORP_191,Delta Pharmaceuticals,Corporate,Finance,US,AAA,1,0.35,10.62,0.5,19.95,,,0.0143,0.016,2.4,58.37,Senior Unsecured,Unsecured,0,0.2827
CORP_192,Alpha Ventures,Corporate,Energy,India,BBB,4,1.29,3.52,0.1128,27.37,,,0.0461,0.0483,9.2,11.67,Senior Secured,Financial Collateral,0,0.8512
CORP_193,Crest Enterprises,Corporate,Technology,South Africa,BBB,4,1.64,4.42,0.0862,181.16,,,0.0439,0.0477,7.3,50.7,Senior Secured,Financial Collateral,0,0.7953
CORP_194,Nordic Group,Corporate,Finance,UK,BBB,4,1.24,1.56,0.228,12.55,,,0.0485,0.0529,3.9,59.86,Subordinated,Unsecured,0,0.1354
CORP_195,Global Resources,Corporate,Utilities,US,BBB,4,1.93,5.42,0.1187,47.01,,,0.0478,0.0525,8.1,8.21,Senior Unsecured,Unsecured,0,0.4512
CORP_196,Quantum Resources,Corporate,Energy,US,BB,5,3.4,5.23,0.1973,83.51,,,0.0732,0.0817,9.9,26.42,Senior Unsecured,Unsecured,0,0.5251
CORP_197,Helix Group,Corporate,Utilities,South Africa,A,3,1.32,9.03,0.0786,15.43,,,0.0407,0.0457,5.2,35.18,Subordinated,Unsecured,0,0.1858
CORP_198,Crest Resources,Corporate,Utilities,India,BBB,4,1.66,3.77,0.3287,85.57,,,0.0462,0.0538,2.8,37.71,Senior Unsecured,Financial Collateral,0,0.8286
CORP_199,Crest Industries,Corporate,Utilities,Germany,BBB,4,2.58,3.81,0.2195,122.98,,,0.0539,0.0595,6.8,40.15,Senior Secured,Financial Collateral,0,0.838
CORP_200,Core Pharmaceuticals,Corporate,Technology,Brazil,BB,5,2.82,3.4,0.1543,42.66,,,0.0642,0.0696,7.6,71.64,Subordinated,Unsecured,0,0.1184
CORP_201,Alpha Industries,Corporate,Technology,India,AA,2,0.44,9.71,0.3335,28.44,,,0.0241,0.026,3.4,8.97,Senior Unsecured,Unsecured,0,0.363
CORP_202,Alpha Group,Corporate,Finance,US,A,3,1.11,9.25,0.2739,17.76,,,0.0315,0.0385,3.8,30.78,Subordinated,Unsecured,0,0.2018
CORP_203,Alpha Logistics,Corporate,Energy,US,A,3,1.05,3.94,0.2939,21.23,,,0.0351,0.0394,5.2,63.62,Senior Unsecured,Unsecured,0,0.5565
CORP_204,Nova Technologies,Corporate,Finance,Germany,BB,5,2.45,1.75,0.2723,305.0,,,0.0761,0.0808,3.1,6.54,Senior Unsecured,Unsecured,0,0.4691
CORP_205,Apex Ventures,Corporate,Utilities,India,BBB,4,1.69,5.74,0.3249,459.15,,,0.0542,0.0581,3.3,94.25,Senior Unsecured,Unsecured,0,0.3298
CORP_206,Vanguard Enterprises,Corporate,Telecom,UK,BBB,4,2.32,5.29,0.3079,316.01,,,0.0473,0.0512,3.1,47.65,Senior Secured,Real Estate,0,0.6501
CORP_207,United Group,Corporate,Utilities,UK,BB,5,3.13,3.7,0.2298,110.12,,,0.0744,0.0797,9.4,112.68,Senior Unsecured,Unsecured,0,0.3302
CORP_208,Nova Group,Corporate,Technology,Germany,BBB,4,1.61,5.83,0.1479,60.11,,,0.0483,0.0523,4.9,27.81,Senior Secured,Financial Collateral,0,0.8615
CORP_209,Dynamic Ventures,Corporate,Technology,India,AA,2,0.34,11.13,0.3167,19.38,,,0.0227,0.0303,7.8,45.39,Senior Secured,Financial Collateral,0,0.8322
CORP_210,Summit Holdings,Corporate,Energy,South Africa,AAA,1,0.31,13.94,0.3425,126.39,,,0.019,0.0239,9.7,52.44,Senior Secured,Financial Collateral,0,0.8578
CORP_211,Summit Ventures,Corporate,Energy,South Africa,B,6,4.13,1.6,-0.027,22.5,,,0.095,0.102,6.6,21.59,Senior Unsecured,Unsecured,0,0.3816
CORP_212,Core Industries,Corporate,Finance,UK,B,6,4.12,-0.92,0.0568,5.0,,,0.0891,0.0908,7.0,67.7,Senior Unsecured,Financial Collateral,1,0.8826
CORP_213,Nova Industries,Corporate,Utilities,Brazil,BB,5,3.21,0.75,0.0893,155.77,,,0.061,0.068,3.7,31.18,Senior Unsecured,Financial Collateral,0,0.8121
CORP_214,Synergy Industries,Corporate,Finance,South Africa,A,3,0.7,6.94,0.3056,68.28,,,0.0371,0.0408,6.7,8.26,Senior Secured,Real Estate,0,0.8324
CORP_215,Nordic Infrastructure,Corporate,Energy,India,BB,5,4.19,3.41,0.1027,141.69,,,0.0673,0.0733,1.9,14.17,Senior Secured,Physical Plant,0,0.7929
CORP_216,Vanguard Infrastructure,Corporate,Energy,US,BBB,4,2.05,4.98,0.2348,43.45,,,0.0514,0.058,6.1,24.23,Senior Unsecured,Unsecured,0,0.2779
CORP_217,Dynamic Technologies,Corporate,Finance,US,BBB,4,1.09,4.15,0.0867,115.3,,,0.0387,0.0457,8.4,32.47,Senior Secured,Real Estate,0,0.8295
CORP_218,Beacon Holdings,Corporate,Energy,India,AA,2,0.34,5.75,0.3139,104.18,,,0.031,0.0351,8.4,18.57,Senior Secured,Physical Plant,0,0.4211
CORP_219,Beacon Group,Corporate,Technology,UK,AAA,1,0.16,11.01,0.4363,22.47,,,0.0203,0.0262,7.4,31.42,Senior Secured,Financial Collateral,0,0.8217
CORP_220,Vertex Energy,Corporate,Technology,Germany,A,3,0.52,8.72,0.3123,92.02,,,0.0272,0.035,3.3,27.79,Senior Unsecured,Unsecured,0,0.3373
CORP_221,Nova Enterprises,Corporate,Finance,Germany,AAA,1,0.31,9.72,0.3567,79.48,,,0.0156,0.0184,8.5,33.62,Senior Secured,Real Estate,0,0.7117
CORP_222,Alpha Holdings,Corporate,Energy,UK,BBB,4,2.4,3.75,0.1761,78.92,,,0.0488,0.0563,8.6,7.26,Subordinated,Unsecured,0,0.0941
CORP_223,Crest Resources,Corporate,Energy,US,A,3,0.57,8.14,0.2724,91.28,,,0.0307,0.0382,7.0,102.79,Senior Secured,Physical Plant,0,0.5621
CORP_224,Vertex Group,Corporate,Technology,UK,AA,2,0.36,10.86,0.386,9.25,,,0.0192,0.0236,2.5,115.84,Subordinated,Unsecured,0,0.1262
CORP_225,Vanguard Telecom,Corporate,Utilities,Brazil,A,3,0.89,6.91,0.1937,24.52,,,0.0301,0.0332,1.3,30.84,Subordinated,Unsecured,0,0.1487
CORP_226,Nova Holdings,Corporate,Technology,Brazil,A,3,1.11,5.43,0.3567,8.4,,,0.0471,0.0547,7.8,36.13,Senior Secured,Real Estate,0,0.6837
CORP_227,Titan Industries,Corporate,Telecom,US,A,3,0.88,5.66,0.3474,41.48,,,0.0205,0.0247,4.0,59.97,Senior Secured,Financial Collateral,0,0.7552
CORP_228,Synergy Services,Corporate,Finance,US,A,3,0.67,4.37,0.2488,70.27,,,0.0345,0.0387,7.3,53.28,Senior Secured,Physical Plant,0,0.509
CORP_229,Nordic Telecom,Corporate,Utilities,Germany,BBB,4,1.72,5.04,0.2115,19.41,,,0.0503,0.0595,1.7,33.49,Senior Unsecured,Unsecured,0,0.3627
CORP_230,Apex Telecom,Corporate,Telecom,India,BBB,4,1.05,1.4,0.3232,181.32,,,0.0591,0.0642,1.2,9.2,Senior Secured,Real Estate,0,0.7181
CORP_231,Dynamic Technologies,Corporate,Finance,US,BB,5,3.07,1.11,0.1669,40.38,,,0.0627,0.0695,7.1,132.84,Senior Unsecured,Unsecured,0,0.5219
CORP_232,Summit Ventures,Corporate,Technology,India,BBB,4,1.54,5.11,0.2991,222.63,,,0.0518,0.0543,2.9,47.06,Senior Secured,Physical Plant,0,0.5444
CORP_233,Global Ventures,Corporate,Technology,Brazil,AAA,1,0.4,12.72,0.395,205.04,,,0.0234,0.0307,7.5,219.32,Senior Unsecured,Unsecured,0,0.3898
CORP_234,Pacific Ventures,Corporate,Finance,India,AAA,1,0.36,8.84,0.4301,81.91,,,0.0207,0.0254,9.9,70.83,Subordinated,Unsecured,0,0.1851
CORP_235,Aero Services,Corporate,Finance,Brazil,B,6,3.05,-0.27,0.1449,252.32,,,0.0888,0.0939,7.6,88.89,Senior Unsecured,Unsecured,0,0.3004
CORP_236,Vertex Industries,Corporate,Technology,South Africa,B,6,3.14,1.23,0.1728,31.11,,,0.0881,0.0937,1.0,16.82,Senior Secured,Real Estate,0,0.8313
CORP_237,Core Services,Corporate,Utilities,Brazil,BBB,4,1.29,4.55,0.0278,144.14,,,0.0402,0.0482,3.2,27.91,Senior Secured,Real Estate,1,0.7129
CORP_238,Titan Services,Corporate,Energy,Germany,BB,5,1.59,1.61,-0.039,46.38,,,0.0707,0.0757,6.3,15.9,Senior Unsecured,Unsecured,0,0.5135
CORP_239,Synergy Services,Corporate,Finance,US,BB,5,2.68,1.94,0.21,124.55,,,0.0646,0.0657,8.2,19.37,Senior Unsecured,Unsecured,0,0.3423
CORP_240,Titan Services,Corporate,Finance,US,AA,2,0.67,13.42,0.4026,16.84,,,0.0349,0.0398,3.3,72.7,Subordinated,Unsecured,0,0.0727
CORP_241,Synergy Holdings,Corporate,Utilities,India,CCC/C,7,5.0,0.62,-0.013,50.61,,,0.1286,0.1341,9.3,57.79,Senior Unsecured,Unsecured,1,0.4149
CORP_242,Vanguard Group,Corporate,Telecom,UK,BBB,4,1.57,5.01,0.1855,36.6,,,0.0417,0.0468,6.9,13.91,Senior Secured,Physical Plant,0,0.465
CORP_243,Alpha Infrastructure,Corporate,Telecom,South Africa,BBB,4,1.67,5.27,0.3956,34.89,,,0.039,0.047,4.0,27.98,Senior Secured,Financial Collateral,0,0.8114
CORP_244,Nordic Industries,Corporate,Energy,US,AA,2,0.46,9.23,0.3718,9.34,,,0.0294,0.0378,2.3,81.86,Senior Secured,Financial Collateral,0,0.8567
CORP_245,Quantum Pharmaceuticals,Corporate,Technology,Brazil,A,3,1.16,6.02,0.2615,119.01,,,0.0302,0.034,7.1,15.94,Senior Unsecured,Unsecured,0,0.2705
CORP_246,Crest Enterprises,Corporate,Telecom,South Africa,BBB,4,2.26,4.37,0.1528,139.58,,,0.0471,0.05,6.8,22.54,Senior Unsecured,Financial Collateral,0,0.8441
CORP_247,Pacific Pharmaceuticals,Corporate,Technology,Brazil,AAA,1,0.33,12.63,0.2579,173.87,,,0.0213,0.029,8.4,94.47,Senior Unsecured,Unsecured,0,0.4459
CORP_248,Quantum Group,Corporate,Finance,Brazil,AAA,1,0.27,11.97,0.4347,91.97,,,0.0166,0.0234,8.5,6.14,Senior Unsecured,Unsecured,0,0.4593
CORP_249,Alpha Ventures,Corporate,Telecom,Germany,AA,2,0.54,6.25,0.1599,42.76,,,0.024,0.0294,5.6,135.9,Subordinated,Unsecured,0,0.2449
CORP_250,United Logistics,Corporate,Technology,South Africa,BB,5,2.64,3.59,-0.0369,34.12,,,0.0592,0.0687,5.1,58.64,Senior Unsecured,Unsecured,0,0.4596
CORP_251,Summit Logistics,Corporate,Utilities,US,AA,2,0.64,6.84,0.4423,240.01,,,0.0235,0.0233,4.7,38.23,Senior Unsecured,Unsecured,0,0.4406
CORP_252,United Logistics,Corporate,Technology,Brazil,A,3,1.05,8.56,0.1677,500.0,,,0.0305,0.0329,8.0,36.29,Senior Secured,Real Estate,0,0.7531
CORP_253,Helix Technologies,Corporate,Finance,Brazil,BBB,4,2.16,4.92,0.2272,79.55,,,0.0488,0.0531,2.3,97.41,Senior Unsecured,Unsecured,1,0.2227
CORP_254,Nova Ventures,Corporate,Utilities,Brazil,CCC/C,7,3.11,2.32,-0.0696,22.04,,,0.1132,0.1162,7.6,63.04,Subordinated,Unsecured,0,0.2329
CORP_255,Dynamic Industries,Corporate,Telecom,US,A,3,0.69,5.93,0.2653,11.3,,,0.0352,0.04,4.0,22.63,Senior Secured,Financial Collateral,0,0.9109
CORP_256,Beacon Group,Corporate,Finance,India,B,6,3.96,0.25,0.0056,22.66,,,0.0942,0.0988,3.2,28.17,Senior Secured,Real Estate,0,0.7133
CORP_257,Aero Resources,Corporate,Utilities,UK,BBB,4,1.28,4.01,0.26,16.33,,,0.0478,0.0492,2.1,8.92,Senior Unsecured,Unsecured,0,0.4655
CORP_258,Helix Telecom,Corporate,Technology,UK,A,3,0.73,6.04,0.2148,20.66,,,0.0456,0.0533,4.8,19.59,Senior Secured,Real Estate,0,0.762
CORP_259,Synergy Technologies,Corporate,Finance,Brazil,A,3,0.6,9.22,0.247,131.56,,,0.0299,0.033,4.0,144.38,Senior Unsecured,Unsecured,0,0.4393
CORP_260,United Utilities,Corporate,Energy,India,BBB,4,1.88,3.95,0.1779,94.18,,,0.0456,0.0499,8.7,180.4,Senior Secured,Financial Collateral,0,0.85
CORP_261,Global Holdings,Corporate,Finance,India,B,6,4.88,-0.25,0.1108,172.22,,,0.0895,0.0954,2.2,91.03,Senior Unsecured,Unsecured,0,0.4716
CORP_262,Apex Technologies,Corporate,Utilities,South Africa,A,3,0.66,9.5,0.2809,47.95,,,0.0374,0.0435,3.9,22.54,Senior Unsecured,Unsecured,0,0.4327
CORP_263,Beacon Telecom,Corporate,Utilities,UK,A,3,0.96,7.32,0.3426,38.99,,,0.037,0.0431,2.3,45.63,Senior Unsecured,Unsecured,0,0.4113
CORP_264,Titan Pharmaceuticals,Corporate,Utilities,South Africa,A,3,0.99,7.47,0.3754,17.06,,,0.0387,0.0448,9.5,67.28,Senior Secured,Financial Collateral,0,0.8329
CORP_265,Nordic Energy,Corporate,Utilities,Germany,A,3,0.92,6.77,0.3753,55.18,,,0.0294,0.0336,8.5,11.94,Senior Unsecured,Unsecured,0,0.4169
CORP_266,Apex Logistics,Corporate,Utilities,Brazil,B,6,3.14,-2.0,0.086,74.71,,,0.0878,0.0913,2.3,10.11,Senior Secured,Real Estate,0,0.8039
CORP_267,Crest Utilities,Corporate,Utilities,South Africa,B,6,4.88,-0.29,-0.0318,44.32,,,0.0901,0.0946,9.8,11.1,Senior Secured,Financial Collateral,0,0.7974
CORP_268,Summit Enterprises,Corporate,Utilities,South Africa,BBB,4,2.09,4.29,0.0181,500.0,,,0.0542,0.0585,9.1,49.43,Senior Secured,Real Estate,0,0.8027
CORP_269,Nordic Logistics,Corporate,Energy,South Africa,BBB,4,1.6,4.53,0.1817,111.51,,,0.041,0.0451,1.0,19.76,Senior Secured,Real Estate,0,0.7813
CORP_270,Aero Industries,Corporate,Technology,Brazil,BBB,4,1.18,2.27,0.3164,134.53,,,0.0475,0.0516,8.2,20.12,Senior Unsecured,Unsecured,0,0.2425
CORP_271,Helix Enterprises,Corporate,Energy,UK,BBB,4,1.6,4.94,0.2199,11.81,,,0.0494,0.0533,4.1,59.57,Senior Secured,Physical Plant,0,0.5558
CORP_272,Aero Holdings,Corporate,Technology,US,A,3,0.58,7.71,0.1335,17.56,,,0.0246,0.0294,2.0,15.03,Senior Secured,Real Estate,0,0.6865
CORP_273,Apex Resources,Corporate,Utilities,US,AA,2,0.52,11.95,0.3969,39.72,,,0.0263,0.0308,1.1,122.88,Subordinated,Unsecured,0,0.1534
CORP_274,Delta Ventures,Corporate,Telecom,Brazil,A,3,0.64,4.6,0.1826,70.37,,,0.0305,0.0366,3.8,111.28,Senior Unsecured,Unsecured,0,0.4013
CORP_275,Summit Energy,Corporate,Energy,South Africa,BBB,4,1.45,4.31,0.1682,18.36,,,0.046,0.0515,9.8,100.2,Senior Secured,Financial Collateral,0,0.8274
CORP_276,Global Industries,Corporate,Technology,US,B,6,4.07,2.09,-0.05,19.81,,,0.083,0.0906,2.3,94.2,Senior Secured,Real Estate,0,0.7728
CORP_277,Dynamic Pharmaceuticals,Corporate,Utilities,Brazil,BBB,4,1.25,6.61,0.161,102.31,,,0.0551,0.0598,2.6,98.71,Senior Secured,Financial Collateral,0,0.8057
CORP_278,Alpha Telecom,Corporate,Telecom,Germany,AA,2,0.53,7.89,0.3672,14.34,,,0.0278,0.032,4.6,62.3,Senior Secured,Real Estate,0,0.7148
CORP_279,Core Pharmaceuticals,Corporate,Utilities,India,BBB,4,1.66,5.99,0.0888,70.25,,,0.0425,0.0446,7.8,47.48,Senior Unsecured,Unsecured,0,0.3891
CORP_280,Vanguard Services,Corporate,Utilities,Brazil,A,3,0.97,7.26,0.1325,24.63,,,0.0347,0.0408,5.4,61.19,Senior Unsecured,Unsecured,0,0.3798
CORP_281,Apex Infrastructure,Corporate,Technology,UK,A,3,1.28,8.07,0.3143,87.71,,,0.0322,0.037,4.6,22.46,Senior Unsecured,Unsecured,0,0.5552
CORP_282,Nova Group,Corporate,Technology,South Africa,BBB,4,1.36,3.1,0.1907,317.08,,,0.0436,0.0434,9.1,154.43,Senior Secured,Financial Collateral,0,0.859
CORP_283,Nova Utilities,Corporate,Energy,UK,CCC/C,7,5.0,-2.0,-0.0355,202.21,,,0.1224,0.1259,6.4,71.19,Subordinated,Unsecured,1,0.188
CORP_284,Global Ventures,Corporate,Telecom,South Africa,AA,2,0.64,9.18,0.2184,270.4,,,0.0308,0.0356,4.1,53.81,Senior Secured,Financial Collateral,0,0.8671
CORP_285,Pacific Telecom,Corporate,Utilities,India,A,3,1.37,7.18,0.3206,138.39,,,0.0357,0.0412,3.8,71.8,Senior Secured,Real Estate,0,0.6855
CORP_286,Alpha Pharmaceuticals,Corporate,Technology,US,BB,5,2.55,4.26,0.2026,165.04,,,0.0659,0.0727,2.1,46.89,Senior Secured,Real Estate,0,0.7124
CORP_287,Vertex Telecom,Corporate,Energy,UK,A,3,0.63,7.14,0.2382,99.61,,,0.0344,0.0377,6.9,9.06,Senior Unsecured,Unsecured,0,0.3623
CORP_288,Delta Telecom,Corporate,Technology,UK,BBB,4,1.59,3.68,0.2477,47.56,,,0.0481,0.0526,7.7,17.54,Subordinated,Unsecured,0,0.1484
CORP_289,Delta Resources,Corporate,Technology,Germany,BB,5,2.42,4.63,0.1774,35.13,,,0.0658,0.0707,5.2,24.58,Senior Unsecured,Unsecured,0,0.5057
CORP_290,Delta Resources,Corporate,Technology,India,A,3,0.85,5.74,0.3601,82.93,,,0.0415,0.0439,4.2,71.46,Senior Secured,Financial Collateral,0,0.8609
CORP_291,Global Pharmaceuticals,Corporate,Energy,Brazil,BBB,4,1.66,1.76,0.2366,141.83,,,0.0434,0.0471,3.4,16.37,Senior Secured,Financial Collateral,0,0.8421
CORP_292,United Energy,Corporate,Telecom,Germany,BB,5,3.1,6.42,0.1117,88.91,,,0.0613,0.0667,7.1,38.65,Senior Secured,Financial Collateral,0,0.8784
CORP_293,Dynamic Logistics,Corporate,Telecom,India,A,3,0.71,8.4,0.3501,37.63,,,0.0452,0.0497,4.6,72.47,Senior Secured,Real Estate,0,0.6621
CORP_294,Vertex Pharmaceuticals,Corporate,Telecom,India,CCC/C,7,3.2,-0.99,0.0436,49.49,,,0.122,0.1279,3.9,5.0,Senior Unsecured,Unsecured,1,0.4113
CORP_295,Global Enterprises,Corporate,Energy,India,BBB,4,2.25,4.42,0.1873,24.57,,,0.0418,0.0479,6.6,17.55,Senior Secured,Real Estate,0,0.6526
CORP_296,Crest Resources,Corporate,Finance,US,BBB,4,1.88,2.52,0.2787,88.98,,,0.0495,0.0578,6.9,58.6,Senior Unsecured,Unsecured,0,0.2748
CORP_297,Alpha Ventures,Corporate,Finance,India,A,3,1.3,5.25,0.2978,172.52,,,0.0405,0.0443,1.7,58.22,Senior Secured,Physical Plant,0,0.4701
CORP_298,Dynamic Resources,Corporate,Utilities,Germany,BBB,4,1.71,5.23,0.307,86.75,,,0.0473,0.0546,5.3,47.75,Senior Unsecured,Unsecured,0,0.3924
CORP_299,Beacon Ventures,Corporate,Telecom,Brazil,BB,5,2.97,1.48,0.068,65.27,,,0.0651,0.071,3.6,87.56,Senior Secured,Real Estate,0,0.7441
CORP_300,Nordic Utilities,Corporate,Finance,Germany,BBB,4,1.38,3.77,0.2368,50.38,,,0.0414,0.0462,9.0,149.32,Subordinated,Unsecured,0,0.1329
CORP_301,Core Industries,Corporate,Finance,US,A,3,0.88,5.34,0.1753,415.19,,,0.0342,0.0411,5.8,5.19,Subordinated,Unsecured,0,0.1252
CORP_302,Nova Resources,Corporate,Finance,Brazil,BBB,4,1.48,5.27,0.0393,43.69,,,0.0514,0.0597,8.4,15.15,Senior Unsecured,Unsecured,0,0.2281
CORP_303,Synergy Utilities,Corporate,Finance,India,BB,5,4.1,1.84,0.0031,31.37,,,0.0707,0.0745,6.6,40.38,Senior Unsecured,Unsecured,1,0.4348
CORP_304,Vanguard Industries,Corporate,Utilities,UK,BBB,4,2.1,5.86,0.3591,500.0,,,0.0421,0.0464,9.8,34.84,Senior Unsecured,Unsecured,0,0.4943
